age,educ,competition,lrscale,country,sex,secular,emancipative
35,3,competition is good,2,12. Algeria,1. Male,.157833,.04125
26,4,competition is harmful,left,12. Algeria,2. Female,.392343,.453148
29,7,competition is harmful,right,12. Algeria,2. Female,.386667,.277787
31,3,3,4,12. Algeria,2. Female,.317778,.34974
34,No formal education,competition is good,left,12. Algeria,2. Female,.429167,.24412
64,No formal education,8,4,12. Algeria,1. Male,.473346,.389653
24,5,4,8,12. Algeria,1. Male,.404389,.476053
24,6,8,3,12. Algeria,1. Male,.393442,.145
45,5,2,5,12. Algeria,1. Male,.098056,.21062
49,No formal education,competition is good,5,12. Algeria,1. Male,.304167,.2625
52,No formal education,competition is good,6,12. Algeria,2. Female,.165833,.180157
41,7,competition is good,5,12. Algeria,1. Male,.247417,.1135
25,7,7,6,12. Algeria,2. Female,.3175,.365185
19,2,competition is good,5,12. Algeria,1. Male,.54,.252194
20,6,competition is good,6,12. Algeria,2. Female,.179722,.429861
33,University level,2,7,12. Algeria,1. Male,.220833,.305139
42,6,2,5,12. Algeria,1. Male,.318333,.16162
56,2,5,8,12. Algeria,1. Male,.055,.228528
18,2,3,4,12. Algeria,1. Male,.525834,.41974
20,7,8,right,12. Algeria,2. Female,.388519,.565185
21,8,competition is harmful,9,12. Algeria,2. Female,.3835,.624167
32,6,competition is good,7,12. Algeria,1. Male,.152222,.193611
33,6,3,7,12. Algeria,2. Female,.149259,.541667
45,3,competition is good,5,12. Algeria,1. Male,.068889,.25162
47,3,8,9,12. Algeria,2. Female,.313834,.269602
58,No formal education,competition is good,7,12. Algeria,1. Male,.097222,.302685
43,3,competition is good,2,12. Algeria,2. Female,.138333,.569028
27,University level,competition is harmful,8,12. Algeria,2. Female,.656874,.41025
46,3,competition is good,right,12. Algeria,1. Male,.041667,.35375
47,3,7,7,12. Algeria,2. Female,.668065,.62375
19,7,7,5,12. Algeria,2. Female,.545698,.540139
29,5,3,8,12. Algeria,2. Female,.456945,.304722
30,2,4,7,12. Algeria,2. Female,.456945,.475602
33,University level,8,9,12. Algeria,1. Male,.525125,.372269
33,4,4,7,12. Algeria,1. Male,.511667,.360556
43,3,4,5,12. Algeria,2. Female,.40169,.7341529999999999
45,2,7,8,12. Algeria,1. Male,.346389,.496019
63,2,3,7,12. Algeria,2. Female,.577667,.508982
23,2,3,3,12. Algeria,1. Male,.795103,.617222
43,2,competition is good,7,12. Algeria,2. Female,.124167,.46662
45,3,3,5,12. Algeria,1. Male,.11,.320648
55,No formal education,2,7,12. Algeria,1. Male,.2075,.323657
19,7,7,5,12. Algeria,2. Female,.470834,.540695
37,2,competition is good,8,12. Algeria,2. Female,.166667,.166389
49,3,competition is good,7,12. Algeria,1. Male,0,.19213
51,2,2,8,12. Algeria,1. Male,.083333,.173611
20,6,competition is good,7,12. Algeria,1. Male,.470556,.189121
21,6,2,5,12. Algeria,1. Male,.470834,.538102
81,2,competition is good,6,12. Algeria,1. Male,.055,.24537
25,4,2,3,32. Argentina,2. Female,.540834,.653704
22,8,competition is good,5,32. Argentina,1. Male,.456667,.551296
26,5,2,3,32. Argentina,2. Female,.471945,.77463
57,6,5,5,32. Argentina,1. Male,.6525,.59004
27,6,competition is harmful,7,32. Argentina,2. Female,.5675,.498334
54,8,9,5,32. Argentina,2. Female,.455556,.582917
70,7,competition is harmful,7,32. Argentina,1. Male,.192778,.397037
48,3,9,7,32. Argentina,1. Male,.220833,.512361
22,7,8,4,32. Argentina,1. Male,.525833,.540139
51,4,9,7,32. Argentina,2. Female,.400278,.691019
43,8,4,6,32. Argentina,1. Male,.607778,.772037
25,8,5,8,32. Argentina,2. Female,.8466669999999999,.688704
68,University level,5,9,32. Argentina,1. Male,.233889,.517269
38,8,5,7,32. Argentina,1. Male,.455833,.633148
40,University level,8,5,32. Argentina,1. Male,.553333,.485139
26,7,8,5,32. Argentina,2. Female,.593889,.37963
52,8,9,8,32. Argentina,2. Female,.318056,.415833
65,7,9,5,32. Argentina,1. Male,.317222,.203426
45,University level,8,5,32. Argentina,2. Female,.470556,.594352
25,8,8,3,32. Argentina,1. Male,.7208329999999999,.525833
43,7,competition is good,left,32. Argentina,2. Female,.279392,.526667
65,4,5,5,32. Argentina,2. Female,.679722,.528148
22,8,6,5,32. Argentina,2. Female,.192778,.558241
25,4,4,4,32. Argentina,1. Male,.818333,.570139
25,5,4,3,32. Argentina,2. Female,.357417,.502
65,7,9,3,32. Argentina,2. Female,.470834,.452167
18,8,4,8,32. Argentina,2. Female,.318611,.522176
51,3,8,6,32. Argentina,2. Female,.513334,.309213
49,6,9,right,32. Argentina,1. Male,.29,.311805
59,7,4,5,32. Argentina,1. Male,.5825,.30963
70,4,2,7,32. Argentina,2. Female,.331945,.325417
21,7,competition is good,4,32. Argentina,2. Female,.7855839999999999,.450806
86,7,5,5,32. Argentina,2. Female,.275556,.334398
60,7,competition is good,4,32. Argentina,1. Male,.508318,.322588
37,University level,5,3,32. Argentina,1. Male,.767456,.547083
63,6,4,5,32. Argentina,1. Male,.809125,.423472
25,8,6,4,32. Argentina,1. Male,.664166,.423981
49,7,8,5,32. Argentina,1. Male,.566945,.359861
22,8,7,5,32. Argentina,2. Female,.719445,.370953
68,5,5,left,32. Argentina,2. Female,.749722,.227917
73,7,4,5,32. Argentina,2. Female,.456111,.450278
68,7,4,7,32. Argentina,1. Male,.498056,.307315
36,7,competition is harmful,6,32. Argentina,1. Male,.683704,.6118980000000001
37,7,competition is harmful,5,32. Argentina,2. Female,.594722,.496574
18,6,competition is harmful,2,32. Argentina,1. Male,.805,.602639
30,4,5,3,32. Argentina,1. Male,.51236,.607963
18,7,5,3,32. Argentina,2. Female,.525833,.661204
50,8,4,left,32. Argentina,1. Male,.628289,.6875
53,University level,7,3,32. Argentina,2. Female,.624167,.672222
64,University level,5,5,32. Argentina,2. Female,.590584,.71375
29,8,9,2,32. Argentina,1. Male,.805,.709815
40,7,competition is harmful,5,32. Argentina,2. Female,.36,.645834
60,6,competition is harmful,right,32. Argentina,2. Female,.235556,.641991
24,7,competition is good,8,32. Argentina,1. Male,.240361,.637361
31,6,competition is harmful,5,32. Argentina,1. Male,.665,.647037
30,8,5,5,32. Argentina,2. Female,.206389,.371157
65,3,3,left,32. Argentina,1. Male,.5257500000000001,.6912970000000001
28,8,5,5,32. Argentina,1. Male,.384192,.70838
58,5,2,5,32. Argentina,2. Female,.415556,.8463889999999999
42,8,competition is good,4,32. Argentina,2. Female,.526111,.728334
27,8,5,left,32. Argentina,1. Male,.638333,.742639
49,University level,competition is good,2,32. Argentina,1. Male,.5966669999999999,.7838889999999999
23,8,4,7,32. Argentina,1. Male,.303889,.672778
27,5,2,4,32. Argentina,2. Female,.483334,.638361
67,7,competition is good,3,32. Argentina,1. Male,.595834,.619954
50,5,5,4,32. Argentina,1. Male,.471945,.705602
81,7,3,5,32. Argentina,2. Female,.554167,.632167
56,University level,5,5,32. Argentina,2. Female,.66904,.649528
26,8,5,4,32. Argentina,1. Male,.6827220000000001,.59004
30,8,5,5,32. Argentina,1. Male,.651389,.72525
56,University level,5,4,32. Argentina,1. Male,.735833,.4785
52,7,competition is good,7,32. Argentina,1. Male,.206667,.475741
56,8,competition is good,6,32. Argentina,2. Female,.221945,.716759
40,4,6,6,32. Argentina,1. Male,.636792,.453148
43,5,competition is good,5,32. Argentina,2. Female,.291111,.397667
45,3,2,5,32. Argentina,1. Male,.415,.477573
63,7,6,8,32. Argentina,2. Female,.263889,.43625
21,8,4,3,32. Argentina,1. Male,.60475,.422773
38,University level,7,4,32. Argentina,1. Male,.805,.60375
32,University level,5,3,32. Argentina,2. Female,.540278,.763334
53,University level,5,3,32. Argentina,2. Female,.65,.671667
35,5,5,3,32. Argentina,1. Male,.47,.565602
23,8,7,2,32. Argentina,1. Male,.831667,.691296
72,7,4,7,32. Argentina,2. Female,.27304,.329742
57,7,6,4,32. Argentina,1. Male,.52475,.53792
39,7,5,5,32. Argentina,2. Female,.359444,.56504
21,8,5,4,32. Argentina,2. Female,.733312,.37352
25,8,8,8,32. Argentina,1. Male,.693333,.544253
49,8,3,5,32. Argentina,1. Male,.5525,.751898
18,7,4,5,32. Argentina,1. Male,.344722,.5496760000000001
24,7,8,2,32. Argentina,1. Male,.455278,.519306
45,5,9,3,32. Argentina,2. Female,.414167,.491528
83,3,4,4,32. Argentina,2. Female,.456111,.500787
25,6,3,5,32. Argentina,1. Male,.492392,.459537
60,University level,competition is good,8,32. Argentina,1. Male,.193056,.595278
69,7,5,6,32. Argentina,2. Female,.401389,.5492590000000001
39,7,3,6,32. Argentina,2. Female,.415278,.496852
40,7,2,6,32. Argentina,1. Male,.6227780000000001,.570093
70,2,6,5,32. Argentina,2. Female,.328358,.58412
39,5,5,3,32. Argentina,2. Female,.531,.7425
21,8,4,3,32. Argentina,1. Male,.45475,.687083
54,6,competition is harmful,5,32. Argentina,1. Male,.471667,.469074
67,7,3,3,32. Argentina,1. Male,.595834,.455741
71,6,4,right,32. Argentina,2. Female,.387778,.469352
53,4,3,7,32. Argentina,2. Female,.484167,.538658
70,7,2,right,32. Argentina,1. Male,.498611,.478333
30,7,2,8,32. Argentina,2. Female,.6525,.60375
20,7,3,7,32. Argentina,1. Male,.386667,.575694
45,University level,6,6,32. Argentina,2. Female,.43,.673056
58,University level,6,5,32. Argentina,1. Male,.275834,.5337499999999999
33,6,4,5,32. Argentina,1. Male,.581945,.427824
37,5,3,9,32. Argentina,2. Female,.374167,.485139
30,7,4,3,32. Argentina,1. Male,.469233,.682037
50,4,competition is harmful,5,32. Argentina,1. Male,.1375,.6593059999999999
25,8,7,4,32. Argentina,1. Male,.7211109999999999,.476435
35,4,4,8,32. Argentina,2. Female,.706111,.300093
18,6,5,5,32. Argentina,2. Female,.641423,.424972
66,7,5,3,32. Argentina,2. Female,.678333,.651667
72,University level,8,5,32. Argentina,2. Female,.511111,.525046
60,7,3,5,32. Argentina,1. Male,.455583,.53213
66,7,3,7,32. Argentina,2. Female,.221111,.677408
65,6,6,5,32. Argentina,1. Male,.206389,.577315
52,7,5,5,32. Argentina,1. Male,.3725,.607963
53,7,7,4,32. Argentina,2. Female,.67475,.676713
39,5,8,4,32. Argentina,2. Female,.428333,.770417
39,7,5,5,32. Argentina,1. Male,.3975,.81713
31,6,competition is good,right,32. Argentina,2. Female,.36,.731065
41,University level,4,6,32. Argentina,2. Female,.735114,.64312
34,3,8,5,32. Argentina,2. Female,.4105,.577176
66,5,9,8,32. Argentina,1. Male,.499167,.516852
36,8,6,4,32. Argentina,1. Male,.498333,.64224
23,8,competition is harmful,3,32. Argentina,1. Male,.86,.805
65,8,competition is harmful,3,32. Argentina,2. Female,.638056,.680806
35,8,6,6,32. Argentina,2. Female,.469722,.675867
56,3,5,5,32. Argentina,1. Male,.6219170000000001,.569253
33,7,7,2,32. Argentina,1. Male,.693333,.591773
74,4,4,5,32. Argentina,1. Male,.6135,.487461
40,4,5,6,32. Argentina,1. Male,.6543330000000001,.616139
48,5,5,4,32. Argentina,2. Female,.526667,.691296
21,8,7,4,32. Argentina,1. Male,.748333,.805556
56,University level,7,4,32. Argentina,2. Female,.577114,.707917
34,7,8,3,32. Argentina,2. Female,.736834,.630417
18,6,2,5,32. Argentina,1. Male,.553055,.245371
66,3,3,8,32. Argentina,1. Male,.193056,.286204
52,6,8,4,32. Argentina,2. Female,.637778,.605093
40,6,8,3,32. Argentina,1. Male,.806749,.525833
60,5,8,4,32. Argentina,2. Female,.595,.581019
40,8,3,6,32. Argentina,2. Female,.302778,.469352
49,7,8,4,32. Argentina,1. Male,.525,.54287
27,7,7,6,32. Argentina,2. Female,.692778,.5625
54,7,7,3,32. Argentina,2. Female,.513413,.758148
76,3,5,5,32. Argentina,2. Female,.5275,.54287
52,7,7,3,32. Argentina,1. Male,.248889,.531453
26,8,8,2,32. Argentina,2. Female,.899423,.845834
47,University level,4,4,32. Argentina,2. Female,.458415,.515334
67,3,competition is good,6,32. Argentina,2. Female,.400833,.498472
28,6,3,4,32. Argentina,2. Female,.375781,.478333
46,2,5,5,32. Argentina,1. Male,.577114,.542037
62,3,7,4,32. Argentina,2. Female,.603649,.58519
27,7,competition is harmful,6,32. Argentina,2. Female,.619706,.575695
23,7,8,6,32. Argentina,1. Male,.151389,.588019
24,7,3,4,32. Argentina,1. Male,.262222,.776667
55,7,2,4,32. Argentina,2. Female,.249167,.545046
33,4,competition is good,6,32. Argentina,2. Female,.096389,.634908
72,3,3,5,32. Argentina,1. Male,.212583,.522037
39,7,4,6,32. Argentina,1. Male,.580834,.491806
68,2,5,6,32. Argentina,2. Female,.331667,.452037
20,7,6,5,32. Argentina,2. Female,.47,.360278
40,7,3,7,32. Argentina,2. Female,.233889,.602639
29,7,2,7,32. Argentina,1. Male,.526111,.547361
64,3,competition is good,7,32. Argentina,1. Male,.289445,.614074
65,3,3,3,32. Argentina,2. Female,.513334,.616945
34,3,8,8,32. Argentina,1. Male,.483611,.527222
24,7,3,6,32. Argentina,2. Female,.551651,.37352
52,3,2,7,32. Argentina,1. Male,.566667,.658195
48,7,3,7,32. Argentina,2. Female,.400079,.443611
27,4,6,4,32. Argentina,2. Female,.275556,.297639
20,4,6,7,32. Argentina,2. Female,.276111,.244398
29,6,4,6,32. Argentina,1. Male,.235,.286343
67,7,3,6,32. Argentina,2. Female,.220278,.17537
39,4,4,8,32. Argentina,1. Male,.290278,.542454
28,7,3,7,32. Argentina,1. Male,.276111,.346389
34,7,3,6,32. Argentina,2. Female,.179722,.276667
53,8,2,5,32. Argentina,1. Male,.665,.549574
53,University level,competition is good,2,32. Argentina,2. Female,.555,.657407
69,3,competition is good,5,32. Argentina,2. Female,.387222,.714861
44,5,2,5,32. Argentina,1. Male,.581667,.736574
30,7,2,5,32. Argentina,2. Female,.333333,.525463
60,7,competition is good,6,32. Argentina,1. Male,.415,.730648
37,7,competition is good,6,32. Argentina,2. Female,.416667,.5825
34,4,competition is good,5,32. Argentina,1. Male,.43,.494954
23,7,competition is good,5,32. Argentina,2. Female,.443334,.540388
45,7,competition is good,7,32. Argentina,1. Male,.415833,.541824
58,2,2,6,32. Argentina,1. Male,.25,.49875
24,6,6,5,32. Argentina,2. Female,.414167,.813982
41,5,competition is good,5,32. Argentina,2. Female,.471667,.585093
23,3,competition is good,5,32. Argentina,1. Male,.581667,.361875
28,6,5,5,32. Argentina,2. Female,.304444,.487315
20,4,2,4,32. Argentina,2. Female,.5825,.61
33,7,9,5,32. Argentina,1. Male,.296195,.424954
49,6,competition is good,5,32. Argentina,1. Male,.221111,.6481479999999999
45,5,competition is good,5,32. Argentina,1. Male,.331389,.602917
78,7,3,6,32. Argentina,1. Male,.343978,.26812
27,8,4,5,32. Argentina,2. Female,.43,.765371
19,8,5,4,32. Argentina,1. Male,.7075,.8175
53,7,5,7,32. Argentina,2. Female,.178889,.672778
51,5,competition is good,4,32. Argentina,2. Female,.429167,.80787
55,University level,competition is good,6,32. Argentina,1. Male,.359167,.5205070000000001
33,8,4,5,32. Argentina,2. Female,.277222,.638472
25,7,competition is good,4,32. Argentina,1. Male,.5275,.425926
66,7,5,3,32. Argentina,2. Female,.43,.665417
44,8,competition is good,6,32. Argentina,2. Female,.207222,.376361
34,6,6,6,32. Argentina,1. Male,.790834,.631528
35,4,competition is good,5,32. Argentina,1. Male,.443333,.805
31,7,competition is good,7,32. Argentina,2. Female,.331389,.518102
64,3,competition is good,6,32. Argentina,1. Male,.441667,.431759
29,3,5,5,32. Argentina,2. Female,.322833,.508704
61,5,5,8,32. Argentina,2. Female,.165,.52625
43,5,competition is harmful,6,32. Argentina,2. Female,.581945,.563109
21,7,3,8,32. Argentina,1. Male,.470834,.26537
36,5,4,5,32. Argentina,2. Female,.636667,.423056
57,6,5,4,32. Argentina,1. Male,.456667,.517963
85,5,5,4,32. Argentina,2. Female,.595834,.477778
33,5,7,4,32. Argentina,1. Male,.511667,.478194
22,4,7,5,32. Argentina,2. Female,.6375,.575972
79,3,competition is good,9,32. Argentina,1. Male,.193333,.494416
58,University level,5,5,32. Argentina,2. Female,.289445,.6748150000000001
19,6,5,5,32. Argentina,1. Male,.207222,.589444
47,2,4,5,32. Argentina,1. Male,.318611,.308241
79,3,7,5,32. Argentina,1. Male,.194167,.374722
34,6,3,7,32. Argentina,2. Female,.373889,.629213
55,2,8,6,32. Argentina,2. Female,.608889,.433722
45,3,7,5,32. Argentina,1. Male,.679167,.505972
56,3,7,6,32. Argentina,1. Male,.4,.325417
42,3,8,7,32. Argentina,2. Female,.511945,.498472
26,6,2,6,32. Argentina,1. Male,.417916,.385907
42,7,4,6,32. Argentina,2. Female,.401111,.295185
54,3,competition is good,4,32. Argentina,2. Female,.303889,.389714
48,7,6,5,32. Argentina,1. Male,.498334,.253241
18,6,3,5,32. Argentina,2. Female,.522167,.5180399999999999
18,6,competition is good,6,32. Argentina,2. Female,.633834,.47052
28,5,2,6,32. Argentina,2. Female,.509984,.693611
43,4,competition is good,6,32. Argentina,2. Female,.346389,.5180399999999999
20,8,8,7,32. Argentina,1. Male,.580556,.409445
21,7,competition is harmful,5,32. Argentina,2. Female,.443889,.333334
28,6,competition is harmful,5,32. Argentina,1. Male,.165833,.540695
27,6,5,5,32. Argentina,2. Female,.485,.547639
35,7,2,right,32. Argentina,1. Male,.5125,.502037
50,7,3,8,32. Argentina,1. Male,.373611,.525833
53,7,2,right,32. Argentina,2. Female,.402778,.556343
48,5,3,4,32. Argentina,2. Female,.831667,.740741
34,8,2,left,32. Argentina,1. Male,.831667,.693611
33,6,5,5,32. Argentina,1. Male,.276111,.500787
29,4,5,5,32. Argentina,1. Male,.414167,.749584
42,6,2,right,32. Argentina,1. Male,.414722,.504167
37,4,4,5,32. Argentina,2. Female,.289722,.5389350000000001
22,8,5,2,32. Argentina,1. Male,.706667,.709815
30,7,3,5,32. Argentina,2. Female,.484167,.699444
44,6,competition is harmful,3,32. Argentina,2. Female,.262222,.574074
47,2,2,5,32. Argentina,1. Male,.388611,.553241
18,6,9,3,32. Argentina,1. Male,.720834,.68463
40,8,competition is good,6,32. Argentina,1. Male,.456667,.645834
34,2,competition is good,8,32. Argentina,1. Male,.319167,.417731
48,University level,4,3,32. Argentina,2. Female,.429167,.559769
55,7,competition is good,5,32. Argentina,2. Female,.444114,.749583
35,8,6,5,32. Argentina,2. Female,.526667,.7212499999999999
54,3,competition is good,5,32. Argentina,2. Female,.248889,.6287970000000001
64,4,3,3,32. Argentina,1. Male,.650833,.770833
35,6,competition is good,5,32. Argentina,2. Female,.513056,.473704
52,8,5,9,32. Argentina,2. Female,.323832,.540139
25,4,7,4,32. Argentina,2. Female,.359167,.665733
23,7,2,7,32. Argentina,1. Male,.4425,.644167
20,6,5,3,32. Argentina,1. Male,.4425,.410787
31,University level,3,8,32. Argentina,1. Male,.443333,.630972
37,5,3,6,32. Argentina,1. Male,.498056,.733556
32,7,7,3,32. Argentina,2. Female,.415,.506389
59,5,5,5,32. Argentina,1. Male,.5966669999999999,.5625
56,University level,3,5,32. Argentina,1. Male,.540833,.724537
56,3,competition is good,right,32. Argentina,2. Female,.151945,.374583
49,7,6,3,32. Argentina,2. Female,.401667,.50162
70,7,3,6,32. Argentina,2. Female,.220833,.626204
33,6,competition is good,3,32. Argentina,1. Male,.429723,.645
81,2,2,8,32. Argentina,2. Female,.333333,.522833
78,3,competition is good,5,32. Argentina,1. Male,.374444,.532407
44,5,2,5,32. Argentina,2. Female,.261945,.651945
20,4,5,5,32. Argentina,2. Female,.498334,.715278
18,7,5,6,32. Argentina,2. Female,.540278,.758426
20,7,5,3,32. Argentina,1. Male,.568889,.638056
37,3,competition is harmful,4,32. Argentina,1. Male,.358611,.712963
40,7,5,5,32. Argentina,2. Female,.610833,.614
24,7,5,5,32. Argentina,1. Male,.490943,.612514
79,2,6,2,32. Argentina,2. Female,.510875,.549333
55,5,5,5,32. Argentina,1. Male,.346667,.655093
33,7,competition is good,5,32. Argentina,1. Male,.386667,.494954
37,3,8,5,32. Argentina,2. Female,.221667,.624028
70,2,competition is harmful,5,32. Argentina,2. Female,.193056,.687084
50,8,competition is good,5,32. Argentina,2. Female,.277778,.469908
48,5,5,left,32. Argentina,2. Female,.5275,.790833
18,7,6,3,32. Argentina,1. Male,.743083,.555556
43,3,3,4,32. Argentina,2. Female,.124445,.655093
27,5,3,9,32. Argentina,2. Female,.447667,.571759
